Name of vessel,RS No,IMO No,Previous name,Call sign,Port of registry,Flag,RS Class notation,Major conversion/modernization,Basic type,Date of build,Country of build,Building number,Date of Build Major Portion,Major Portion,Gross tonnage,Tonnage,Deadweight,Displacement,Length overall (extreme),Moulded lenght,Rule length,Breadth,Depth,Draught,Speed,Type of power plant,Main Engine,The number and power of propulsion motors,"Propeller number, type",Number of blades,Number and power of generators,Main boilers,Refrigerating plant,Working temperature,Refrigerants,Radio navigational equipment,Number and capacity of cargo holds,Refrigerated cargo spaces,Cargo tanks,Number and type of containers,Number of decks,Number o bulkheads,"Number of passengers, berthed","Number of passengers, unberthed",Special personnel,Cargo hatches (number and clear dimensions),Derricks,Cranes,FO bunkers,FO types,Water ballast,Heating coils,Equipment Number,Grade of anchor chains,Diameter of anchor chains,Owner,Shipowner,Operator,ISM Manager,MLC Shipowner
JAGUAR,888235,8809309,JAGUAR,UBCU3,Nakhodka,Russia,(KM)* fishing vessel,,Fishing,10/01/1989,Japan,2105,,,568,178,477.000 t.,1067 t.,54.56 m.,54.56 m.,47.90 m.,8.70 m.,3.80 m.,3.66 m.,10.5,Diesel,Built ME: 1988 Country Construction: Japan The company has built ME: The number and power of ME: 1*882 Mark ME: 6M28BFT,,1 - Controllable pitch propeller,4,,,,-30,R22,"Automatic identification system with GLONASS Automatic radar plotting aids COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Enhanced group call receiver GMDSS ship earth station Gyro-compass Heading or Track Control System (Autopilot) Log (any type) Magnetic compass MF Radioinstallation (MF radio-telephone station with digital selective calling) NAVTEX receiver Public address system Radar Radio navigation system receiver Search and Rescue Radar Transpoder, AIS Search and Rescue Two-way radio-telephone apparatus VHF Radioinstallation (VHF radio-telephone station with digital selective calling)",,3* 481,,,1,5,,,,D 1 - 1.6*1.6Р 1 - 0.8*0.8,,,316,Diesel oil,,,244,Cat2,28.0,"OOO ""VOSKHOD""  Address: Russia, 692998 Primorskiy kray, Lazovskiy r-on, Preobrazhenie pgt, ul.Portovaya,1 IMO: Email: voskhod2610@mail.ru Company Website:","OOO ""VOSKHOD""  Address: Russia, 692998 Primorskiy kray, Lazovskiy r-on, Preobrazhenie pgt, ul.Portovaya,1 IMO: Email: voskhod2610@mail.ru Company Website:","OOO ""VOSKHOD""  Address: Russia, 692998 Primorskiy kray, Lazovskiy r-on, Preobrazhenie pgt, ul.Portovaya,1 IMO: Email: voskhod2610@mail.ru Company Website:",,
BELUGA-1,200197,,,,Bolshoy port of St.-Petersburg,Russia,K(*) Ice1 (hull) pontoon,,Barge,24/02/2021,Russia,50013,,,1658 MK-1969,497 MK-1969,3235.000 t.,4201 t.,85.50 m.,85.20 m.,81.70 m.,16.70 m.,4.50 m.,3.11 m.,0.0,Non-propel,,,,,,,,,,,,,,,1,7,,,,,,,,,4142 m3,,393,Wire,32.5,"Joint-stock company ""ENGINEERING INDUSTRIAL LEASING COMPANY""  Address: Russia, 115054 Moscow, ul.Shchipok, 11, str. 1 IMO: Email: Company Website:","""Beluga Projects Logistic"" JSC  Address: Russia, 11724 Moscow, proezd Nauchnyy, d.19, BTS ""9 Akrov"", a/ya8 IMO: 5756523 Email: office@beluga-projects.com; julia.khozyainova@beluga-projects.com; brpozp@ufanet.ru; sergey.ovsienko@beluga-projects.com; vladislav.barchenkov@beluga-projects.com Company Website:",,,
BELUGA-2,200207,,,,Bolshoy port of St.-Petersburg,Russia,K(*) Ice1 (hull) pontoon,,Barge,24/02/2021,Russia,50014,,,1658 MK-1969,497 MK-1969,3207.000 t.,4201 t.,85.50 m.,85.20 m.,81.70 m.,16.70 m.,4.50 m.,3.11 m.,0.0,Non-propel,,,,,,,,,,,,,,,1,7,,,,,,,,,4142 m3,,393,Wire,32.5,"Joint-stock company ""ENGINEERING INDUSTRIAL LEASING COMPANY""  Address: Russia, 115054 Moscow, ul.Shchipok, 11, str. 1 IMO: Email: Company Website:","""Beluga Projects Logistic"" JSC  Address: Russia, 11724 Moscow, proezd Nauchnyy, d.19, BTS ""9 Akrov"", a/ya8 IMO: 5756523 Email: office@beluga-projects.com; julia.khozyainova@beluga-projects.com; brpozp@ufanet.ru; sergey.ovsienko@beluga-projects.com; vladislav.barchenkov@beluga-projects.com Company Website:",,,
BUSY SNAIL,847790,8325092,GECO,3FBK9,Panama,Panama,KM* AUT2 tug,,Tug,17/07/1984,The Netherlands,0619,,,160 MK-1969,48,67.000 t.,324 t.,22.00 m.,25.78 m.,,7.80 m.,3.70 m.,3.01 m.,12.5,Diesel,Built ME: 1984 Country Construction: The Netherlands The company has built ME: The number and power of ME: 1*735 Mark ME: 6 FHD 240,,2 - Controllable pitch propeller,3,,,,,,,,,,,1,5,,,,,,,,,,,,,,"White Gale Shipping S.A.  Address: Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH96960 IMO: Email: Company Website:","WORLD CARRIER CORPORATION  Address: 34, Agiasou & Anapafseos Avenue 152 35 Vrilissia GREECE IMO: 5987578 Email: technical@worldcarrier.gr; hsqe@worldcarrier.gr Company Website:","WORLD CARRIER CORPORATION  Address: 34, Agiasou & Anapafseos Avenue 152 35 Vrilissia GREECE IMO: 5987578 Email: technical@worldcarrier.gr; hsqe@worldcarrier.gr Company Website:",,
UGBANA,000617,9220902,ASSO VENTITRE,3EIC4,Panama,Panama,"KM* Ice2 (hull, machinery) AUT1 TMS DYNPOS-1 supply vessel (OS) Standby vessel tug",,Supply vessel (ORSV),06/11/2000,Denmark,214,,,2952 MK-1969,885 MK-1969,2720.000 t.,5810 t.,68.42 m.,74.90 m.,68.42 m.,18.00 m.,8.00 m.,6.60 m.,17.0,Diesel,Built ME: 2000 Country Construction: Norway The company has built ME: ULSTEIN BERGEN A.S. The number and power of ME: 2*3535 Mark ME: BRM-8Built ME: 2000 Country Construction: Norway The company has built ME: ULSTEIN BERGEN A.S. The number and power of ME: 2*2650 Mark ME: BRM 6,,,,2* 370,,,,,"Automatic identification system Automatic radar plotting aids Bridge navigational watch alarm system COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Enhanced group call receiver Equipment of Long-range identification and Tracking of Ships GMDSS ship earth station Gyro-compass Log (any type) Magnetic compass MF Radioinstallation (MF radio-telephone station with digital selective calling) NAVTEX receiver Radar Search and Rescue Radar Transpoder, AIS Search and Rescue VHF radio-telephone station",,,,,9,6,,,,,,,,,,,934,Cat3,46.0,OFFSHORE SERVICES & MANAGEMENT CORP.  Address: World Carrier Corp. IMO: Email: Company Website:,,"WORLD CARRIER CORPORATION  Address: 34, Agiasou & Anapafseos Avenue 152 35 Vrilissia GREECE IMO: 5987578 Email: technical@worldcarrier.gr; hsqe@worldcarrier.gr Company Website:","WORLD CARRIER CORPORATION  Address: 34, Agiasou & Anapafseos Avenue 152 35 Vrilissia GREECE IMO: 5987578 Email: technical@worldcarrier.gr; hsqe@worldcarrier.gr Company Website:","WORLD CARRIER CORPORATION  Address: 34, Agiasou & Anapafseos Avenue 152 35 Vrilissia GREECE IMO: 5987578 Email: technical@worldcarrier.gr; hsqe@worldcarrier.gr Company Website:"
ASINO,897836,8921145,KYOSHIN MARU NO 20,UBAU3,Korsakov,Russia,(KM)* fishing vessel,,Fishing,20/01/1990,Japan,3221,,,742 MK-1969,318 MK-1969,496.000 t.,1161 t.,58.01 m.,58.01 m.,51.00 m.,9.00 m.,3.95 m.,3.76 m.,12.0,Diesel,Built ME: 1989 Country Construction: Japan The company has built ME: AKASAKA DIESELS LIMITED The number and power of ME: 1*1250 Mark ME: K31FD,,1 - Fixed pitched solid propeller,4,2* 308,,,-30,R22,"Automatic identification system with GLONASS COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Enhanced group call receiver GMDSS ship earth station Gyro-compass Heading or Track Control System (Autopilot) Magnetic compass MF/HF radio installation (MF/HF radio-telephone station with digital selective calling and telex) NAVTEX receiver Public address system Radar Radio navigation system receiver Search and Rescue Radar Transpoder, AIS Search and Rescue Two-way radio-telephone apparatus VHF Radioinstallation (VHF radio-telephone station with digital selective calling)",,3* 628,,,1,5,,,,Р 1 - 1.9*1.9,,,292,Diesel oil,,,259,Cat2,28.0,"OOO ""Feniks""  Address: Russia, 693000 Sakhalinskaya oblasty, Yuzhno-Sakhalinsk, ul. Sakhalinskaya, 36-A IMO: 5887216 Email: feniks5887216@gmail.com Company Website:","OOO ""Feniks""  Address: Russia, 693000 Sakhalinskaya oblasty, Yuzhno-Sakhalinsk, ul. Sakhalinskaya, 36-A IMO: 5887216 Email: feniks5887216@gmail.com Company Website:",,,
SERDIKA,960940,9132480,SCANDA,V3VT6,Belize City,Belize,"KM* Ice1 (hull, machinery) DG(bulk) bulk carrier(ESP)",,Bulk carrier,15/05/1997,Bulgaria,711,,,10220 MK-1969,5123 MK-1969,13971.000 t.,18871 t.,142.14 m.,142.14 m.,133.44 m.,22.20 m.,11.15 m.,8.21 m.,14.0,Diesel,,,1 - Fixed pitched solid propeller,4,3* 448,,,,,"Automatic identification system Automatic radar plotting aids Bridge navigational watch alarm system Electronic Chart Display and Navigational System Equipment of Long-range identification and Tracking of Ships GMDSS ship earth station Gyro-compass Log (any type) Magnetic compass Radar Search and Rescue Radar Transpoder, AIS Search and Rescue Ship security alert system Simplified voyage data recorder VHF radio-telephone station",1*4007 1*4664 1*4682 1*4591,,,,1,11,,,,,,,,Diesel oil,5082 m3,,,Cat2,60.0,"BRIGHTWAY DISTRIBUTION LTD  Address: 1, Mapp Street, Belize City, Belize IMO: Email: Company Website:","BRIGHTWAY DISTRIBUTION LTD  Address: 1, Mapp Street, Belize City, Belize IMO: Email: Company Website:","CREDO-PLUS NAVIGATION LTD  Address: 53 Gotze Delchev Blvd.,app 4, 1680 Sofia,Bulgaria IMO: 5584884 Email: credo@spectrumnet.bg Company Website:","Aurora Shipping Ltd.  Address: office №4, bul. ""Blgariya"" №88, 1680 Sofiya, Bulgaria / 88 blvd. Bulgaria, office 4, 1680, Sofia, Bulgaria IMO: 6256829 Email: credo@spectrumnet.bg Company Website:","Aurora Shipping Ltd.  Address: office №4, bul. ""Blgariya"" №88, 1680 Sofiya, Bulgaria / 88 blvd. Bulgaria, office 4, 1680, Sofia, Bulgaria IMO: 6256829 Email: credo@spectrumnet.bg Company Website:"
ENISEY,941808,9079169,NORDIC BARENTS,UBVT8,Arkhangelsk,Russia,KM* IA bulk carrier(ESP),,Bulk carrier/General cargo,15/03/1995,Korea,1081,,,27078 MK-1969,13844 MK-1969,43706.000 t.,53618 t.,190.00 m.,190.00 m.,185.33 m.,30.50 m.,16.60 m.,11.52 m.,14.0,Diesel,Built ME: 1994 Country Construction: Korea The company has built ME: The number and power of ME: 1*11475 Mark ME: 6L60MCE,,1 - Fixed pitched solid propeller,4,3* 560,,,,,"Automatic identification system Automatic radar plotting aids Bridge navigational watch alarm system COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Electronic Chart Display and Navigational System Enhanced group call receiver Equipment of Long-range identification and Tracking of Ships GMDSS ship earth station Gyro-compass Heading or Track Control System (Autopilot) Log (any type) Magnetic compass MF/HF radio installation (MF/HF radio-telephone station with digital selective calling and telex) NAVTEX receiver Public address system Radar Radio navigation system receiver Radio navigation system receiver with GLONASS Search and Rescue Radar Transpoder, AIS Search and Rescue Ship security alert system Simplified voyage data recorder Two-way radio-telephone apparatus Two-way VHF radiotelephone apparatus for communication with aircraft VHF Radioinstallation (VHF radio-telephone station with digital selective calling)",1*10163 2*11385 4*11409 5*10323,,,,1,7,,,,,,4*25.0 2*4.0,1823,"Diesel oil, Motor oil",27871 m3,,2870,Cat3,70.0,"LLC ""TC Nord Project""  Address: Russia, 163069 Arkhangelsk, nab. Severnoy Dviny, d. 71, korp. 1, of. 308 IMO: 5825809 Email: info@tcnordproject.ru; nastavnik@tcnordproject.ru; superin@tcnordproject.ru Company Website: www.tcnordproject.ru","LLC ""TC Nord Project""  Address: Russia, 163069 Arkhangelsk, nab. Severnoy Dviny, d. 71, korp. 1, of. 308 IMO: 5825809 Email: info@tcnordproject.ru; nastavnik@tcnordproject.ru; superin@tcnordproject.ru Company Website: www.tcnordproject.ru",,"LLC ""TC Nord Project""  Address: Russia, 163069 Arkhangelsk, nab. Severnoy Dviny, d. 71, korp. 1, of. 308 IMO: 5825809 Email: info@tcnordproject.ru; nastavnik@tcnordproject.ru; superin@tcnordproject.ru Company Website: www.tcnordproject.ru","LLC ""TC Nord Project""  Address: Russia, 163069 Arkhangelsk, nab. Severnoy Dviny, d. 71, korp. 1, of. 308 IMO: 5825809 Email: info@tcnordproject.ru; nastavnik@tcnordproject.ru; superin@tcnordproject.ru Company Website: www.tcnordproject.ru"
SHAHDAG,111970,9499694,F.D.INCOMPARABLE,4JSV,Baku,Azerbaijan,KM* AUT1 DYNPOS-2 FF3WS COMF (N-3;V-1) oil recovery ship supply vessel TMS,,Supply vessel (ORSV),29/05/2012,Italy,С102,,,2215 MK-1969,757 MK-1969,3161.000 t.,5004 t.,74.97 m.,74.97 m.,68.22 m.,16.00 m.,7.00 m.,5.85 m.,14.5,Diesel,Built ME: 2010 Country Construction: United States of America The company has built ME: The number and power of ME: 2*2790 Mark ME:,,2 - Controllable pitch propeller,4,2* 296 2* 1800,,,,,,,,,,2,11,,,,,,1*16.0,,,,,,,,"""Azerbaijan Caspian Shipping"" CJSC  Address: Heydar Aliev Avenue, 152; AZ 1029, Baku City, Azerbaigan IMO: 0555540 Email: nurmahammad.talibov@asco.az; mahir.isgandarov@asco.az; baxtiyar.rahimov@asco.az; orkhan.vahabov@asco.az Company Website:","""Azerbaijan Caspian Shipping"" CJSC  Address: Heydar Aliev Avenue, 152; AZ 1029, Baku City, Azerbaigan IMO: 0555540 Email: nurmahammad.talibov@asco.az; mahir.isgandarov@asco.az; baxtiyar.rahimov@asco.az; orkhan.vahabov@asco.az Company Website:",,"""Azerbaijan Caspian Shipping"" CJSC  Address: Heydar Aliev Avenue, 152; AZ 1029, Baku City, Azerbaigan IMO: 0555540 Email: nurmahammad.talibov@asco.az; mahir.isgandarov@asco.az; baxtiyar.rahimov@asco.az; orkhan.vahabov@asco.az Company Website:",
SFP 1,200286,,,,Arkhangelsk,Russia,K(*) R3 pontoon self-elevating,,Platform/Self-elevating,23/07/2021,Russia,715,,,464,139,160.000 t.,696 t.,29.25 m.,29.25 m.,28.08 m.,27.20 m.,2.25 m.,0.95 m.,,Non-propel,,,,,,,,,,,,,,,,,,,,,,1*9.8,,,,,208,Wire,,"Forss Tekhnologii  Address: Russia, 190013 St.Petersburg, ul. Bronnitskaya, d. 44, lit. A, pom. 1N IMO: Email: info@forss.su Company Website:","Forss Tekhnologii  Address: Russia, 190013 St.Petersburg, ul. Bronnitskaya, d. 44, lit. A, pom. 1N IMO: Email: info@forss.su Company Website:",,,
WHITE PEARL,091033,,WHITE PEARL,,Novorossiysk,Russia,KM* A1 T1 yacht,,Yacht,07/08/2009,Italy,33,,,248 MK-1969,74 MK-1969,23.000 t.,149 t.,,35.46 m.,,7.65 m.,3.68 m.,1.42 m.,,,Built ME: 2008 Country Construction: Germany The company has built ME: Rolls-Royce Solutions GmbH The number and power of ME: 2*1790 Mark ME: MTU 16V 2000,,,,2* 70,,,,,,,,,,,,,,,,,,,,,,,,,"DADIVA COMMERCIAL LIMITED  Address: Drake Chambers, R.O. Box 3321, Road Town, Tortola, British Virgin Islands IMO: Email: mikabela@mail.ru Company Website:","""Blago"" Limited liability company  Address: Russia, 350000 Krasnodarskiy kr., Krasnodar, ul. Krasnoarmeyskaya, d. 36, lit. B, pom. 186 IMO: Email: den-1986di@mail.ru Company Website:","""AKVAKURORTSTROY"" LLC  Address: Russia, 295051 Respublika Krym, Simferopoly, ul. Eskadronnaya, d. 6A, pom. 6, kab. 4 IMO: Email: Company Website:",,
BERLINA,010680,9224453,MERCURY I,5BQF5,Limassol,Cyprus,KM* AUT1 TMS oil tanker(ESP),,Oil tanker,28/05/2002,Korea,1335,,,81085 MK-1969,52045 MK-1969,159196.000 t.,182617 t.,274.48 m.,274.48 m.,264.00 m.,48.00 m.,23.10 m.,17.05 m.,15.7,Diesel,"Built ME: 2001 Country Construction: Korea The company has built ME: HYUNDAI HEAVY INDUSTRIES CO.,LTD The number and power of ME: 1*18630 Mark ME: 6S70MC",,1 - Fixed pitched solid propeller,4,3* 2550,,,,,"Automatic identification system Automatic radar plotting aids COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Digital selective calling receiver GMDSS ship earth station Gyro-compass Heading or Track Control System (Autopilot) HF direct-printing radio-telegraph receiver Log (any type) Magnetic compass MF Radioinstallation (MF radio-telephone station with digital selective calling) NAVTEX receiver Radar Radio navigation system receiver Search and Rescue Radar Transpoder, AIS Search and Rescue Simplified voyage data recorder Two-way radio-telephone apparatus VHF Radioinstallation (VHF radio-telephone station with digital selective calling) VHF radio-telephone station",,,14* 175237,,1,8,,,,,,1*20.0 2*6.3 1*2.0,4084,"Diesel oil, Heavy oil",54687 m3,,,,,"DANAIS SEAS LTD.  Address: S/O 80 BROAD STREET, MONROVIA, LIBERIA IMO: Email: Company Website:","EDGE MARITIME INC.  Address: 137, Filonos Street, 185 36 Piraeus, Greece IMO: 6144601 Email: operations@edgemaritime.gr; technical@edgemaritime.gr; finance@edgemaritime.gr; Company Website:","Virosa Shipping Ltd  Address: 137, Filonos Str., 18536, Piraeus, Greece IMO: 6041779 Email: technical@virosashipping.com Company Website:","Virosa Shipping Ltd  Address: 137, Filonos Str., 18536, Piraeus, Greece IMO: 6041779 Email: technical@virosashipping.com Company Website:","Virosa Shipping Ltd  Address: 137, Filonos Str., 18536, Piraeus, Greece IMO: 6041779 Email: technical@virosashipping.com Company Website:"
AMOROZA,010695,9224439,AURORA BOREALIS,5BRN5,Limassol,Cyprus,KM* AUT1 BWM(T) TMS oil tanker(ESP),,Oil tanker,14/12/2001,Korea,1333,,,81085 MK-1969,52045 MK-1969,159167.000 t.,182617 t.,274.48 m.,274.48 m.,264.00 m.,48.00 m.,23.10 m.,17.05 m.,15.6,Diesel,"Built ME: 2001 Country Construction: Korea The company has built ME: HYUNDAI HEAVY INDUSTRIES CO.,LTD The number and power of ME: 1*18630 Mark ME: 6S70MC",,1 - Fixed pitched solid propeller,4,3* 850,,,,,"Automatic identification system Automatic radar plotting aids Bridge navigational watch alarm system COSPAS-SARSAT Satellite emergency position-indicating radio beacon Depth sounder Digital selective calling receiver Electronic Chart Display and Navigational System Enhanced group call receiver Equipment of Long-range identification and Tracking of Ships GMDSS ship earth station Gyro-compass Heading or Track Control System (Autopilot) HF direct-printing radio-telegraph receiver Log (any type) Magnetic compass MF Radioinstallation (MF radio-telephone station with digital selective calling) NAVTEX receiver Public address system Radar Radio navigation system receiver Search and Rescue Radar Transpoder, AIS Search and Rescue Ship security alert system Simplified voyage data recorder Two-way radio-telephone apparatus VHF Radioinstallation (VHF radio-telephone station with digital selective calling) VHF radio-telephone station",,,14* 175237,,1,8,,,,,,1*20.0 2*6.3 1*2.0,4167,"Diesel oil, Heavy oil",54687 m3,,,,,"PRECY SHIPPING LTD.  Address: 16, Kimonos Str., Pelora Court, 3095, Limassol, Cyprus IMO: Email: operprecyshipping@gmail.com Company Website:","EDGE MARITIME INC.  Address: 137, Filonos Street, 185 36 Piraeus, Greece IMO: 6144601 Email: operations@edgemaritime.gr; technical@edgemaritime.gr; finance@edgemaritime.gr; Company Website:","EDGE MARITIME INC.  Address: 137, Filonos Street, 185 36 Piraeus, Greece IMO: 6144601 Email: operations@edgemaritime.gr; technical@edgemaritime.gr; finance@edgemaritime.gr; Company Website:","EDGE MARITIME INC.  Address: 137, Filonos Street, 185 36 Piraeus, Greece IMO: 6144601 Email: operations@edgemaritime.gr; technical@edgemaritime.gr; finance@edgemaritime.gr; Company Website:","EDGE MARITIME INC.  Address: 137, Filonos Street, 185 36 Piraeus, Greece IMO: 6144601 Email: operations@edgemaritime.gr; technical@edgemaritime.gr; finance@edgemaritime.gr; Company Website:"
